Booking date,Booking ID,Reservation date,Rate plan type,Number of rooms booked,Price
2019-07-16,70fd839d-5bcd-4fc6-abac-aa8c0097086d,2019-07-22,Miscellaneous,1,129
2019-07-16,65ae55e5-e7b9-4090-a644-aa8c003acf66,2019-08-08,Miscellaneous,1,26.6
2019-07-16,a1a256b0-9812-404f-8fef-aa8c005f012b,2019-07-20,Miscellaneous,1,37.1
2019-07-16,59840fb9-51a6-425d-8a1e-aa8c015c70a8,2019-07-23,Miscellaneous,1,25.6
2019-07-16,3b6a9f73-0c02-45a5-adb7-aa8c009c857a,2019-07-21,Miscellaneous,1,21.5
2019-07-16,3f1437bd-1e6b-4d98-b614-aa8c00edc8ed,2019-07-16,Miscellaneous,1,24.07
2019-07-16,274b6ed6-bf8b-494f-9cdd-aa8c013719b4,2019-10-31,Miscellaneous,1,142.2
2019-07-16,cd840b3d-393a-45b3-b83e-aa8c0107b34c,2019-07-25,Miscellaneous,1,22.49
2019-07-16,054cd338-0616-453c-a5ae-aa8c0020887c,2019-07-27,Miscellaneous,1,31.54
2019-07-16,d39210d7-9d8c-449e-88ba-aa8c002d0529,2019-08-05,Miscellaneous,1,21.58
2019-07-16,863a4729-a5f8-4661-9469-aa8c017aa57b,2019-09-12,Miscellaneous,1,148.2
2019-07-16,70fd839d-5bcd-4fc6-abac-aa8c0097086d,2019-07-24,Miscellaneous,1,133.44
2019-07-16,470d661b-f624-448e-aa09-aa8c01589857,2019-08-13,Miscellaneous,1,129.48
2019-07-16,93feffd0-fe74-4370-a1fe-aa8c001401f9,2019-07-20,Miscellaneous,1,38.6
2019-07-16,7a608b21-35f0-4417-a16e-aa8c00a17365,2019-07-26,Miscellaneous,1,27.39
2019-07-16,d39210d7-9d8c-449e-88ba-aa8c002d0529,2019-08-03,Miscellaneous,1,28.14
2019-07-16,a4b38cce-c3d2-4620-938b-aa8c012ed033,2019-07-19,Miscellaneous,1,30.4
2019-07-16,65ae55e5-e7b9-4090-a644-aa8c003acf66,2019-08-06,Miscellaneous,1,24.7
2019-07-16,a5dc76e3-bf77-40b0-aae3-aa8c009a98a2,2019-07-25,Miscellaneous,1,22.33
2019-07-16,b3db9964-52b7-42ce-a98a-aa8c0179432d,2019-07-19,Miscellaneous,1,26.56
2019-07-16,054cd338-0616-453c-a5ae-aa8c0020887c,2019-07-28,Miscellaneous,1,20.75
2019-07-16,054cd338-0616-453c-a5ae-aa8c0020887c,2019-07-25,Miscellaneous,1,22.33
2019-07-16,ccf40ef2-63ac-4978-b0e7-aa8c00e80c7f,2019-08-23,Miscellaneous,1,25.73
2019-07-16,24c0fcef-4e2f-4eb2-850e-aa8c009d91a8,2019-07-19,Miscellaneous,1,26.56
2019-07-16,cf5efbd8-0360-41d0-aed8-aa8c002d0529,2019-08-05,Miscellaneous,1,21.58
2019-07-16,ffd9a850-4319-420f-b969-aa8c00a440ae,2019-07-16,Miscellaneous,1,24.07
2019-07-16,b3020d4c-2cbb-43c5-b7aa-aa8c00a17365,2019-07-28,Miscellaneous,1,26
2019-07-16,ffd9a850-4319-420f-b969-aa8c00a440ae,2019-07-17,Miscellaneous,1,24.07
2019-07-16,cf5efbd8-0360-41d0-aed8-aa8c002d0529,2019-08-09,Miscellaneous,1,25.73
2019-07-16,70fd839d-5bcd-4fc6-abac-aa8c0097086d,2019-07-23,Miscellaneous,1,130.98
2019-07-16,59840fb9-51a6-425d-8a1e-aa8c015c70a8,2019-07-25,Miscellaneous,1,25.8
2019-07-16,7885d091-f740-4b02-9048-aa8c0034b683,2019-07-31,Miscellaneous,1,19.92
2019-07-16,7885d091-f740-4b02-9048-aa8c0034b683,2019-07-30,Miscellaneous,1,19.92
2019-07-16,b3db9964-52b7-42ce-a98a-aa8c0179432d,2019-07-18,Miscellaneous,1,26.81
2019-07-16,37acf15a-57ec-41f9-b29e-aa8c0107b34c,2019-07-27,Miscellaneous,1,31.54
2019-07-16,a30fb859-a58c-4dfa-b479-aa8c0151d847,2019-07-19,Miscellaneous,1,26.56
2019-07-16,44ed3225-7c00-4e43-a71b-aa8c014a57ba,2019-07-29,Miscellaneous,1,23.4
2019-07-16,2e4081ac-92ff-441d-832b-aa8c00edc8ed,2019-07-17,Miscellaneous,1,24.49
2019-07-16,44ed3225-7c00-4e43-a71b-aa8c014a57ba,2019-07-26,Miscellaneous,1,31.5
2019-07-16,cd840b3d-393a-45b3-b83e-aa8c0107b34c,2019-07-26,Miscellaneous,1,29.05
2019-07-16,440184e0-9557-46c9-8e90-aa8c00d521f3,2019-07-19,Miscellaneous,1,26.56
2019-07-16,7671ee89-ae94-4033-95a2-aa8c00ed6e27,2019-07-16,Miscellaneous,1,27.6
2019-07-16,2e4081ac-92ff-441d-832b-aa8c00edc8ed,2019-07-16,Miscellaneous,1,24.07
2019-07-16,4b2c3b13-a847-4d29-b2b6-aa8c00e80c7f,2019-08-23,Miscellaneous,1,25.73
2019-07-16,3f1437bd-1e6b-4d98-b614-aa8c00edc8ed,2019-07-17,Miscellaneous,1,24.49
2019-07-16,3b6a9f73-0c02-45a5-adb7-aa8c009c857a,2019-07-19,Miscellaneous,1,26.56
2019-07-16,440184e0-9557-46c9-8e90-aa8c00d521f3,2019-07-17,Miscellaneous,1,24.49
2019-07-16,3a74eb83-ea7f-4d89-b207-aa8c00c6da96,2019-07-17,Miscellaneous,1,24.49
2019-07-16,e656bb79-4c90-464b-97f2-aa8c0170806c,2019-07-17,Miscellaneous,1,31.6
2019-07-16,93feffd0-fe74-4370-a1fe-aa8c001401f9,2019-07-26,Miscellaneous,1,35.4
2019-07-16,65ae55e5-e7b9-4090-a644-aa8c003acf66,2019-08-07,Miscellaneous,1,24.7
2019-07-16,3b6a9f73-0c02-45a5-adb7-aa8c009c857a,2019-07-18,Miscellaneous,1,24.9
2019-07-15,40caf4a3-3f17-4ec9-b584-aa8b013348c0,2019-07-20,Miscellaneous,1,34.2
2019-07-15,b8b4e299-285b-462e-bd03-aa8b00120eaa,2019-07-21,Miscellaneous,1,20.75
2019-07-15,af31b067-7f2a-45bb-9172-aa8b01364d8b,2019-07-20,Miscellaneous,1,29.88
2019-07-15,cb7027e9-b45c-4aa4-9128-aa8b0170714e,2019-07-20,Miscellaneous,1,29.88
2019-07-15,ad25ce41-9abb-427e-a987-aa8b012bc977,2019-07-17,Miscellaneous,1,24.07
2019-07-15,49d6fb30-0189-448b-94ac-aa8b0098aa0c,2019-10-12,Miscellaneous,1,25.15
2019-07-15,344e9e8b-55a2-4039-8870-aa8b0110dc54,2019-08-17,Miscellaneous,1,27.47
2019-07-15,cbabef9c-256b-4672-a8de-aa8b005efb22,2019-07-16,Miscellaneous,1,23.24
2019-07-15,ab401215-15a1-44cb-8807-aa8b00de7115,2019-09-08,Miscellaneous,1,19.8
2019-07-15,586c4594-4d56-463e-a4cf-aa8b0170714e,2019-07-18,Miscellaneous,1,24.9
2019-07-15,40caf4a3-3f17-4ec9-b584-aa8b013348c0,2019-07-19,Miscellaneous,1,30.4
2019-07-15,20c1f5f7-d211-4e1a-9267-aa8b004aca37,2019-07-18,Miscellaneous,1,23.24
2019-07-15,0508c540-c226-410a-bb23-aa8b00120eaa,2019-07-21,Miscellaneous,1,20.75
2019-07-15,2794c3d8-ae97-419f-baf7-aa8b012bc977,2019-07-19,Miscellaneous,1,26.56
2019-07-15,cf2ffe2c-9cad-40a4-91ff-aa8b009206da,2019-08-16,Miscellaneous,1,25.73
2019-07-15,cb7027e9-b45c-4aa4-9128-aa8b0170714e,2019-07-22,Miscellaneous,1,21.48
2019-07-15,29c6add8-4e21-413f-922d-aa8b000a5e5a,2019-08-07,Miscellaneous,1,21.58
2019-07-15,255cf26c-08dd-49ab-a618-aa8b0128ca91,2019-07-21,Miscellaneous,1,25.9
2019-07-15,25843159-b97c-457e-aa7f-aa8b00c6cd82,2019-07-19,Miscellaneous,1,26.56
2019-07-15,cbabef9c-256b-4672-a8de-aa8b005efb22,2019-07-17,Miscellaneous,1,23.24
2019-07-15,77957865-8bff-46cb-b4e2-aa8b00de7115,2019-09-07,Miscellaneous,1,26.1
2019-07-15,ab401215-15a1-44cb-8807-aa8b00de7115,2019-09-06,Miscellaneous,1,26.1
2019-07-15,3a30b739-f8e8-424c-8b83-aa8b00f11e05,2019-07-18,Miscellaneous,1,24.9
2019-07-15,a3772c1b-91a2-4f84-aaa4-aa8b012bc977,2019-07-18,Miscellaneous,1,24.9
2019-07-15,586c4594-4d56-463e-a4cf-aa8b0170714e,2019-07-22,Miscellaneous,1,21.5
2019-07-15,49cc9434-9a00-49c8-89b2-aa8b000a5e5a,2019-08-07,Miscellaneous,1,21.58
2019-07-15,ff563d94-bd34-43d0-9c4b-aa8b008efcc2,2019-08-03,Miscellaneous,1,26.56
2019-07-15,ab401215-15a1-44cb-8807-aa8b00de7115,2019-09-07,Miscellaneous,1,26.1
2019-07-15,344e9e8b-55a2-4039-8870-aa8b0110dc54,2019-08-16,Miscellaneous,1,25.73
2019-07-15,344e9e8b-55a2-4039-8870-aa8b0110dc54,2019-08-15,Miscellaneous,1,23.24
2019-07-15,1877b0af-9f98-4fde-a954-aa8b015e2eb6,2019-07-17,Miscellaneous,1,24.07
2019-07-15,63d6a875-9e71-46e2-ad93-aa8b00227363,2019-08-18,Miscellaneous,1,24
2019-07-15,63d6a875-9e71-46e2-ad93-aa8b00227363,2019-08-20,Miscellaneous,1,24
2019-07-15,cb7027e9-b45c-4aa4-9128-aa8b0170714e,2019-07-21,Miscellaneous,1,21.5
2019-07-15,70de8a43-7b98-45eb-811f-aa8b012bc977,2019-07-19,Miscellaneous,1,26.56
2019-07-15,c13b7a3d-fc8a-43c7-9e03-aa8b0033b78b,2019-07-16,Miscellaneous,1,23.24
2019-07-15,77957865-8bff-46cb-b4e2-aa8b00de7115,2019-09-08,Miscellaneous,1,19.8
2019-07-15,3e82239c-3a93-46e6-86db-aa8b006ecc79,2019-07-19,Miscellaneous,1,26.56
2019-07-15,9fa37f75-2572-437c-9179-aa8b00a90ba5,2019-08-06,Miscellaneous,1,27.3
2019-07-15,b8975233-23c6-4dd7-ad24-aa8b009df560,2019-08-10,Miscellaneous,1,29.5
2019-07-15,d08bb5f0-793f-4b69-930e-aa8b00a3363b,2019-12-29,Miscellaneous,1,23.24
2019-07-15,b8b4e299-285b-462e-bd03-aa8b00120eaa,2019-07-20,Miscellaneous,1,27.39
2019-07-15,2794c3d8-ae97-419f-baf7-aa8b012bc977,2019-07-18,Miscellaneous,1,24.9
2019-07-15,b8975233-23c6-4dd7-ad24-aa8b009df560,2019-08-09,Miscellaneous,1,29.5
2019-07-15,af31b067-7f2a-45bb-9172-aa8b01364d8b,2019-07-21,Miscellaneous,1,21.5
2019-07-15,a5a6e50e-6a54-47d1-a6d2-aa8b0163b9d4,2019-07-16,Miscellaneous,1,26.6
2019-07-15,4d227144-9b00-432d-bc16-aa8b0098aa0c,2019-10-12,Miscellaneous,1,25.15
2019-07-15,9fb46447-a504-4b12-8418-aa8b0170828f,2019-07-23,Miscellaneous,1,21.83
2019-07-15,9fa37f75-2572-437c-9179-aa8b00a90ba5,2019-08-04,Miscellaneous,1,27.3
2019-07-15,b9e308b2-bfc6-4b17-9b90-aa8b00ba591a,2019-10-25,Miscellaneous,1,150.9
2019-07-15,1097b9e8-dd5f-4029-887d-aa8b00227363,2019-08-18,Miscellaneous,1,24
2019-07-15,90b574ec-28f8-4025-9908-aa8b00d4ccc7,2019-08-17,Miscellaneous,1,27.47
2019-07-15,62725ab8-cc1c-4c39-b533-aa8b0071ad7a,2019-07-20,Miscellaneous,1,27.39
2019-07-15,b8975233-23c6-4dd7-ad24-aa8b009df560,2019-08-11,Miscellaneous,1,23.4
2019-07-15,586c4594-4d56-463e-a4cf-aa8b0170714e,2019-07-21,Miscellaneous,1,21.5
2019-07-15,63d6a875-9e71-46e2-ad93-aa8b00227363,2019-08-19,Miscellaneous,1,24
2019-07-15,244644cc-34dd-4f75-9cd8-aa8b00d4ccc7,2019-08-16,Miscellaneous,1,25.73
2019-07-15,0508c540-c226-410a-bb23-aa8b00120eaa,2019-07-20,Miscellaneous,1,27.39
2019-07-15,1877b0af-9f98-4fde-a954-aa8b015e2eb6,2019-07-18,Miscellaneous,1,24.9
2019-07-15,586c4594-4d56-463e-a4cf-aa8b0170714e,2019-07-19,Miscellaneous,1,26.56
2019-07-15,a3772c1b-91a2-4f84-aaa4-aa8b012bc977,2019-07-20,Miscellaneous,1,29.88
2019-07-15,ad25ce41-9abb-427e-a987-aa8b012bc977,2019-07-19,Miscellaneous,1,26.56
2019-07-15,9cfedd7d-899c-4d17-80c1-aa8b0170828f,2019-07-23,Miscellaneous,1,21.83
2019-07-15,b8975233-23c6-4dd7-ad24-aa8b009df560,2019-08-07,Miscellaneous,1,24.7
2019-07-15,81e45374-726c-46f6-9601-aa8b0036895e,2019-07-20,Miscellaneous,1,27.39
2019-07-15,9defa300-6cf1-41f5-a02b-aa8b008efcc2,2019-08-03,Miscellaneous,1,26.56
2019-07-15,255cf26c-08dd-49ab-a618-aa8b0128ca91,2019-07-19,Miscellaneous,1,32
2019-07-15,c81c31a1-202b-4b8f-8a62-aa8b0170714e,2019-07-20,Miscellaneous,1,29.88
2019-07-15,77957865-8bff-46cb-b4e2-aa8b00de7115,2019-09-06,Miscellaneous,1,26.1
2019-07-15,41f1f9e6-a64b-46c4-945a-aa8b0098aa0c,2019-10-13,Miscellaneous,1,20.34
2019-07-15,3a30b739-f8e8-424c-8b83-aa8b00f11e05,2019-07-17,Miscellaneous,1,24.07
2019-07-15,2794c3d8-ae97-419f-baf7-aa8b012bc977,2019-07-17,Miscellaneous,1,24.07
2019-07-15,4d227144-9b00-432d-bc16-aa8b0098aa0c,2019-10-13,Miscellaneous,1,20.34
2019-07-15,9fa37f75-2572-437c-9179-aa8b00a90ba5,2019-08-05,Miscellaneous,1,27.3
2019-07-15,70de8a43-7b98-45eb-811f-aa8b012bc977,2019-07-17,Miscellaneous,1,24.07
2019-07-15,586c4594-4d56-463e-a4cf-aa8b0170714e,2019-07-20,Miscellaneous,1,29.88
2019-07-15,55277e0b-bf6c-44cb-8b1b-aa8b00a3363b,2019-12-29,Miscellaneous,1,23.24
2019-07-15,af31b067-7f2a-45bb-9172-aa8b01364d8b,2019-07-19,Miscellaneous,1,26.56
2019-07-15,be97e9bf-c5a6-42e7-8c0f-aa8b014ae487,2019-07-16,Miscellaneous,1,26.6
2019-07-15,1097b9e8-dd5f-4029-887d-aa8b00227363,2019-08-20,Miscellaneous,1,24
2019-07-15,2794c3d8-ae97-419f-baf7-aa8b012bc977,2019-07-20,Miscellaneous,1,29.88
2019-07-15,ff563d94-bd34-43d0-9c4b-aa8b008efcc2,2019-08-04,Miscellaneous,1,21.58
2019-07-15,545b62d5-28ca-4eda-9fa3-aa8b016e8028,2019-08-24,Miscellaneous,1,25.73
2019-07-15,cf2ffe2c-9cad-40a4-91ff-aa8b009206da,2019-08-15,Miscellaneous,1,23.24
2019-07-15,6c2a85c7-5af7-4dec-b14b-aa8b0163b9d4,2019-07-16,Miscellaneous,1,26.6
2019-07-15,2796a6cf-398c-4f8a-aa79-aa8b002917d1,2019-07-28,Miscellaneous,1,20.75
2019-07-15,55277e0b-bf6c-44cb-8b1b-aa8b00a3363b,2019-12-28,Miscellaneous,1,23.24
2019-07-15,ab401215-15a1-44cb-8807-aa8b00de7115,2019-09-05,Miscellaneous,1,20.6
2019-07-15,244644cc-34dd-4f75-9cd8-aa8b00d4ccc7,2019-08-17,Miscellaneous,1,27.47
2019-07-15,70de8a43-7b98-45eb-811f-aa8b012bc977,2019-07-20,Miscellaneous,1,29.88
2019-07-15,647e82d7-2eee-44ef-9ca4-aa8b01490d0f,2019-07-19,Miscellaneous,1,33.6
2019-07-15,9defa300-6cf1-41f5-a02b-aa8b008efcc2,2019-08-02,Miscellaneous,1,25.73
2019-07-15,62725ab8-cc1c-4c39-b533-aa8b0071ad7a,2019-07-19,Miscellaneous,1,26.56
2019-07-15,854354f0-0d64-405b-95ce-aa8b00758e42,2019-07-16,Miscellaneous,1,23.24
2019-07-15,b8975233-23c6-4dd7-ad24-aa8b009df560,2019-08-06,Miscellaneous,1,24.7
2019-07-15,70de8a43-7b98-45eb-811f-aa8b012bc977,2019-07-18,Miscellaneous,1,24.9
2019-07-15,90b574ec-28f8-4025-9908-aa8b00d4ccc7,2019-08-16,Miscellaneous,1,25.73
2019-07-15,ad25ce41-9abb-427e-a987-aa8b012bc977,2019-07-18,Miscellaneous,1,24.9
2019-07-15,51c0545f-f2c6-4493-a821-aa8b00758e42,2019-07-17,Miscellaneous,1,23.24
2019-07-15,49d6fb30-0189-448b-94ac-aa8b0098aa0c,2019-10-13,Miscellaneous,1,20.32
2019-07-15,25843159-b97c-457e-aa7f-aa8b00c6cd82,2019-07-20,Miscellaneous,1,29.88
2019-07-15,41f1f9e6-a64b-46c4-945a-aa8b0098aa0c,2019-10-12,Miscellaneous,1,25.15
2019-07-15,545b62d5-28ca-4eda-9fa3-aa8b016e8028,2019-08-25,Miscellaneous,1,18.76
2019-07-15,2796a6cf-398c-4f8a-aa79-aa8b002917d1,2019-07-27,Miscellaneous,1,27.39
2019-07-15,282cd283-3d0b-4c7a-89eb-aa8b015e44e3,2019-07-18,Miscellaneous,1,24.9
2019-07-15,9defa300-6cf1-41f5-a02b-aa8b008efcc2,2019-08-04,Miscellaneous,1,21.58
2019-07-15,632b4747-8808-4ebd-9b51-aa8b0172d826,2019-07-16,Miscellaneous,1,26.6
2019-07-15,b9e308b2-bfc6-4b17-9b90-aa8b00ba591a,2019-10-24,Miscellaneous,1,124.02
2019-07-15,8ec78008-7544-4efe-a79b-aa8b00b892f9,2019-07-18,Miscellaneous,1,23.24
2019-07-15,1877b0af-9f98-4fde-a954-aa8b015e2eb6,2019-07-19,Miscellaneous,1,29
2019-07-15,b8975233-23c6-4dd7-ad24-aa8b009df560,2019-08-05,Miscellaneous,1,24.7
2019-07-15,f45483bf-8443-4fbb-b48d-aa8b0077a51a,2019-07-17,Miscellaneous,1,27
2019-07-15,c81c31a1-202b-4b8f-8a62-aa8b0170714e,2019-07-18,Miscellaneous,1,24.9
2019-07-15,fcfe5c33-f242-4ee4-bac1-aa8b000a5e5a,2019-08-07,Miscellaneous,1,21.58
2019-07-15,1097b9e8-dd5f-4029-887d-aa8b00227363,2019-08-19,Miscellaneous,1,24
2019-07-15,c81c31a1-202b-4b8f-8a62-aa8b0170714e,2019-07-19,Miscellaneous,1,26.56
2019-07-15,a5374d09-ca7b-41b2-ad86-aa8b01254b1e,2019-07-16,Miscellaneous,1,26.6
2019-07-15,1877b0af-9f98-4fde-a954-aa8b015e2eb6,2019-07-16,Miscellaneous,1,24.07
2019-07-15,77957865-8bff-46cb-b4e2-aa8b00de7115,2019-09-05,Miscellaneous,1,20.6
2019-07-15,a3772c1b-91a2-4f84-aaa4-aa8b012bc977,2019-07-19,Miscellaneous,1,26.56
2019-07-15,a3772c1b-91a2-4f84-aaa4-aa8b012bc977,2019-07-17,Miscellaneous,1,24.07
2019-07-15,cb7027e9-b45c-4aa4-9128-aa8b0170714e,2019-07-19,Miscellaneous,1,26.56
2019-07-15,d657c63c-ac34-4a9f-930d-aa8b00227363,2019-08-20,Miscellaneous,1,24
2019-07-15,faaa75e1-968f-4378-a0b9-aa8b0165821d,2019-07-16,Miscellaneous,1,26.6
2019-07-15,d08bb5f0-793f-4b69-930e-aa8b00a3363b,2019-12-28,Miscellaneous,1,23.24
2019-07-15,255cf26c-08dd-49ab-a618-aa8b0128ca91,2019-07-20,Miscellaneous,1,37.1
2019-07-15,854354f0-0d64-405b-95ce-aa8b00758e42,2019-07-17,Miscellaneous,1,23.24
2019-07-15,20c1f5f7-d211-4e1a-9267-aa8b004aca37,2019-07-17,Miscellaneous,1,23.24
2019-07-15,ff563d94-bd34-43d0-9c4b-aa8b008efcc2,2019-08-02,Miscellaneous,1,25.73
2019-07-15,b9e308b2-bfc6-4b17-9b90-aa8b00ba591a,2019-10-26,Miscellaneous,1,150.9
2019-07-15,b8975233-23c6-4dd7-ad24-aa8b009df560,2019-08-08,Miscellaneous,1,26.6
2019-07-15,d657c63c-ac34-4a9f-930d-aa8b00227363,2019-08-19,Miscellaneous,1,24
2019-07-15,cf2ffe2c-9cad-40a4-91ff-aa8b009206da,2019-08-17,Miscellaneous,1,27.47
2019-07-15,ad25ce41-9abb-427e-a987-aa8b012bc977,2019-07-20,Miscellaneous,1,29.88
2019-07-15,c81c31a1-202b-4b8f-8a62-aa8b0170714e,2019-07-21,Miscellaneous,1,21.5
2019-07-15,545b62d5-28ca-4eda-9fa3-aa8b016e8028,2019-08-23,Miscellaneous,1,25.73
2019-07-15,cb7027e9-b45c-4aa4-9128-aa8b0170714e,2019-07-18,Miscellaneous,1,24.9
2019-07-15,c81c31a1-202b-4b8f-8a62-aa8b0170714e,2019-07-22,Miscellaneous,1,21.5
2019-07-15,51c0545f-f2c6-4493-a821-aa8b00758e42,2019-07-16,Miscellaneous,1,23.24
2019-07-15,d657c63c-ac34-4a9f-930d-aa8b00227363,2019-08-18,Miscellaneous,1,24
2019-07-15,545b62d5-28ca-4eda-9fa3-aa8b016e8028,2019-08-22,Miscellaneous,1,22.74
2019-07-14,7e1f0f37-815e-411e-9da5-aa8a012efaf9,2019-07-21,Miscellaneous,1,20.75
2019-07-14,1535c43e-2fd6-4bed-a2d7-aa8a00ccf84d,2019-07-20,Miscellaneous,1,27.39
2019-07-14,352926e1-0365-4b96-b7f1-aa8a00c3f564,2019-07-15,Miscellaneous,1,26.6
2019-07-14,ddfe57b0-532b-41f0-b797-aa8a007bfce7,2019-08-04,Miscellaneous,1,24.7
2019-07-14,352926e1-0365-4b96-b7f1-aa8a00c3f564,2019-07-19,Miscellaneous,1,30.4
2019-07-14,55f0fead-6dde-4a21-86c3-aa8a00d1b935,2019-07-16,Miscellaneous,1,23.24
2019-07-14,7e1f0f37-815e-411e-9da5-aa8a012efaf9,2019-07-19,Miscellaneous,1,26.56
2019-07-14,e8b71972-a317-48b9-8197-aa8a00de4445,2019-08-03,Miscellaneous,1,28.7
2019-07-14,9ae2216a-0b4a-4b1c-aeda-aa8a00ee95bf,2019-07-28,Miscellaneous,1,20.75
2019-07-14,96bebb5d-3394-4367-a1ac-aa8a00f46d70,2019-07-30,Miscellaneous,1,22.8
2019-07-14,96bebb5d-3394-4367-a1ac-aa8a00f46d70,2019-07-28,Miscellaneous,1,23.8
2019-07-14,7e1f0f37-815e-411e-9da5-aa8a012efaf9,2019-07-18,Miscellaneous,1,23.24
2019-07-14,c0285837-fee9-4187-bd6a-aa8a00f18004,2019-07-29,Miscellaneous,1,21.58
2019-07-14,96bebb5d-3394-4367-a1ac-aa8a00f46d70,2019-07-27,Miscellaneous,1,31.4
2019-07-14,86fc0724-c87c-4c25-ae42-aa8a01109e6a,2019-07-16,Miscellaneous,1,26.6
2019-07-14,e8a121d8-4316-476b-bb05-aa8a00b9b3f4,2019-10-11,Miscellaneous,1,25.15
2019-07-14,92d7ebe6-df39-46a1-9230-aa8a0133580e,2019-08-15,Miscellaneous,1,25.2
2019-07-14,13730190-c51d-4faa-ba08-aa8a011fc38e,2019-07-27,Miscellaneous,1,27.39
2019-07-14,d5bd4677-7807-4343-8413-aa8a0106990f,2019-07-14,Miscellaneous,1,22.8
2019-07-14,5a98f9e2-5d31-4d3a-8ea8-aa8a00ff056f,2019-07-29,Miscellaneous,1,21.58
2019-07-14,f3464582-dad4-4855-9dda-aa8a0150b177,2019-07-30,Miscellaneous,1,19.92
2019-07-14,be3f530c-b704-4c48-a1b5-aa89017eb934,2019-07-24,Miscellaneous,1,28.2
2019-07-14,0c206a9f-e835-4109-890f-aa8a01229b50,2019-07-18,Miscellaneous,1,23.24
2019-07-14,7f33c1a9-193b-4c9d-abbb-aa8a0096bae4,2019-07-15,Miscellaneous,1,26.6
2019-07-14,5a98f9e2-5d31-4d3a-8ea8-aa8a00ff056f,2019-07-26,Miscellaneous,1,27.39
2019-07-14,dfe957b4-93ff-40e2-b923-aa8a0133c733,2019-08-01,Miscellaneous,1,21.58
2019-07-14,352926e1-0365-4b96-b7f1-aa8a00c3f564,2019-07-18,Miscellaneous,1,28.5
2019-07-14,7e1f0f37-815e-411e-9da5-aa8a012efaf9,2019-07-20,Miscellaneous,1,27.39
2019-07-14,0b764575-307d-4acd-9e44-aa8a0073edf5,2019-07-15,Miscellaneous,1,26.6
2019-07-14,c72ed580-1a9d-49e4-9bb0-aa8a011fc38e,2019-07-27,Miscellaneous,1,27.39
2019-07-14,aaa4a677-b5ea-4b98-a595-aa8a00bbbf99,2019-07-14,Miscellaneous,1,19.92
2019-07-14,c631ed20-8842-4f8b-bde9-aa8a0151d6fb,2019-07-18,Miscellaneous,1,23.24
2019-07-14,06322bff-2249-411e-a5e2-aa8a010580a4,2019-08-04,Miscellaneous,1,23.4
2019-07-14,fc393d88-3133-4896-9e01-aa8a009808b5,2019-07-14,Miscellaneous,1,19.92
2019-07-14,171db431-4fa9-48a0-8088-aa8a01182d2e,2019-07-18,Miscellaneous,1,23.24
2019-07-14,300ad0fc-8feb-4ffd-88fc-aa8a010580a4,2019-08-03,Miscellaneous,1,28.8
2019-07-14,98508323-05bb-43fb-bf76-aa8a011dbb05,2019-07-18,Miscellaneous,1,23.24
2019-07-14,035a17dc-7435-4ba9-8cdb-aa8a00918416,2019-07-27,Miscellaneous,1,27.39
2019-07-14,55f0fead-6dde-4a21-86c3-aa8a00d1b935,2019-07-17,Miscellaneous,1,23.24
2019-07-14,ddfe57b0-532b-41f0-b797-aa8a007bfce7,2019-08-06,Miscellaneous,1,24.7
2019-07-14,bcbfc46a-72ed-4962-b446-aa8a010580a4,2019-08-04,Miscellaneous,1,23.4
2019-07-14,70478569-e6ce-4ba7-a8af-aa8a014169ad,2019-08-17,Miscellaneous,1,189
2019-07-14,ddfe57b0-532b-41f0-b797-aa8a007bfce7,2019-08-02,Miscellaneous,1,29.5
2019-07-14,96b0244b-c87b-46df-923b-aa8a00b7de69,2019-07-18,Miscellaneous,1,23.24
2019-07-14,352926e1-0365-4b96-b7f1-aa8a00c3f564,2019-07-16,Miscellaneous,1,27.6
2019-07-14,f2aff7ae-cdac-4519-8624-aa8a012290dc,2019-07-21,Miscellaneous,1,21.25
2019-07-14,8ac1cc46-19cd-4492-8aa7-aa8a0014d30c,2019-07-26,Miscellaneous,1,28.05
2019-07-14,f1238e9d-e3ec-4764-b807-aa8a00ae37bc,2019-07-16,Miscellaneous,1,23.24
2019-07-14,06322bff-2249-411e-a5e2-aa8a010580a4,2019-08-03,Miscellaneous,1,28.8
2019-07-14,7f33c1a9-193b-4c9d-abbb-aa8a0096bae4,2019-07-16,Miscellaneous,1,26.6
2019-07-14,9ae2216a-0b4a-4b1c-aeda-aa8a00ee95bf,2019-07-29,Miscellaneous,1,21.58
2019-07-14,9915c1da-44b4-4a20-b8c8-aa8a007e3a44,2019-08-04,Miscellaneous,1,26
2019-07-14,4d2ad295-2cae-4153-92ee-aa8a0133c733,2019-08-01,Miscellaneous,1,21.58
2019-07-14,4d2ad295-2cae-4153-92ee-aa8a0133c733,2019-08-03,Miscellaneous,1,26.56
2019-07-14,c72ed580-1a9d-49e4-9bb0-aa8a011fc38e,2019-07-26,Miscellaneous,1,27.39
2019-07-14,ad4b18a8-d3a1-4bb6-8f8e-aa8a00b9b3f4,2019-10-12,Miscellaneous,1,25.15
2019-07-14,dfe957b4-93ff-40e2-b923-aa8a0133c733,2019-08-03,Miscellaneous,1,26.56
2019-07-14,c631ed20-8842-4f8b-bde9-aa8a0151d6fb,2019-07-19,Miscellaneous,1,26.56
2019-07-14,ddfe57b0-532b-41f0-b797-aa8a007bfce7,2019-08-07,Miscellaneous,1,24.7
