,Price,Reservation date,Room type,Hotel name
1255,340.0,2023-06-30,Luxury suite,Hotel B
1256,62.5,2023-06-30,Female dorm,Hostel A
1257,36.7,2023-06-30,Twin room,
1258,46.3,2023-06-30,Single room,
1259,259.0,2023-06-30,Studio,Hotel D
1260,40.0,2023-06-30,Large dorm,Hostel B
1261,27.2,2023-06-30,Twin room,Hotel C
1262,39.9,2023-06-30,,
1263,34.3,2023-06-30,Single room,Hotel C
1264,37.8,2023-06-29,Single room,Hotel C
1265,38.0,2023-06-29,Male dorm,Hostel A
1266,36.9,2023-06-29,,
1267,340.0,2023-06-29,Luxury suite,Hotel B
1268,195.0,2023-06-29,Studio,Hotel D
1269,32.6,2023-06-29,,Hotel C
1270,42.5,2023-06-29,Female dorm,Hostel A
1271,33.9,2023-06-29,Twin room,
1272,320.0,2023-06-29,Family room,Hotel B
1273,42.8,2023-06-29,Single room,
1274,35.2,2023-06-29,Large dorm,Hostel B
1275,30.0,2023-06-29,Twin room,Hotel C
1276,320.0,2023-06-28,Family room,Hotel B
1277,27.9,2023-06-28,Twin room,Hotel C
1278,48.5,2023-06-28,Single room,
1279,41.8,2023-06-28,,
1280,35.1,2023-06-28,Single room,Hotel C
1281,38.5,2023-06-28,Twin room,
1282,42.5,2023-06-28,Female dorm,Hostel A
1283,340.0,2023-06-28,Luxury suite,Hotel B
1284,30.3,2023-06-28,,Hotel C
1285,190.0,2023-06-28,Studio,Hotel D
1286,34.1,2023-06-28,Large dorm,Hostel B
1287,38.0,2023-06-28,Male dorm,Hostel A
1288,47.4,2023-06-27,Single room,
1289,35.1,2023-06-27,Single room,Hotel C
1290,38.0,2023-06-27,Male dorm,Hostel A
1291,33.9,2023-06-27,Large dorm,Hostel B
1292,42.5,2023-06-27,Female dorm,Hostel A
1293,37.6,2023-06-27,Twin room,
1294,339.0,2023-06-27,Luxury suite,Hotel B
1295,319.0,2023-06-27,Family room,Hotel B
1296,187.0,2023-06-27,Studio,Hotel D
1297,27.9,2023-06-27,Twin room,Hotel C
1298,30.3,2023-06-27,,Hotel C
1299,40.9,2023-06-27,,
1300,38.0,2023-06-26,Male dorm,Hostel A
1301,184.0,2023-06-26,Studio,Hotel D
1302,26.9,2023-06-26,Twin room,Hotel C
1303,35.1,2023-06-26,Twin room,
1304,33.3,2023-06-26,Large dorm,Hostel B
1305,44.3,2023-06-26,Single room,
1306,320.0,2023-06-26,Family room,Hotel B
1307,38.2,2023-06-26,,
1308,33.9,2023-06-26,Single room,Hotel C
1309,29.2,2023-06-26,,Hotel C
1310,42.5,2023-06-26,Female dorm,Hostel A
1311,340.0,2023-06-26,Luxury suite,Hotel B
1312,35.2,2023-06-25,Twin room,
1313,44.4,2023-06-25,Single room,
1314,35.0,2023-06-25,Large dorm,Hostel B
1315,33.9,2023-06-25,Single room,Hotel C
1316,340.0,2023-06-25,Luxury suite,Hotel B
1317,187.0,2023-06-25,Studio,Hotel D
1318,38.0,2023-06-25,Male dorm,Hostel A
1319,26.9,2023-06-25,Twin room,Hotel C
1320,42.5,2023-06-25,Female dorm,Hostel A
1321,38.3,2023-06-25,,
1322,29.2,2023-06-25,,Hotel C
1323,320.0,2023-06-25,Family room,Hotel B
1324,330.0,2023-06-24,Family room,Hotel B
1325,38.3,2023-06-24,Twin room,
1326,46.0,2023-06-24,Male dorm,Hostel A
1327,41.6,2023-06-24,,
1328,40.0,2023-06-24,Large dorm,Hostel B
1329,300.0,2023-06-24,Studio,Hotel D
1330,52.5,2023-06-24,Female dorm,Hostel A
1331,25.0,2023-06-24,Twin room,Hotel C
1332,27.2,2023-06-24,,Hotel C
1333,350.0,2023-06-24,Luxury suite,Hotel B
1334,31.6,2023-06-24,Single room,Hotel C
1335,48.3,2023-06-24,Single room,
1336,25.0,2023-06-23,Twin room,Hotel C
1337,259.0,2023-06-23,Studio,Hotel D
1338,46.0,2023-06-23,Male dorm,Hostel A
1339,27.2,2023-06-23,,Hotel C
1340,326.0,2023-06-23,Family room,Hotel B
1341,346.0,2023-06-23,Luxury suite,Hotel B
1342,46.3,2023-06-23,Single room,
1343,31.6,2023-06-23,Single room,Hotel C
1344,40.0,2023-06-23,Large dorm,Hostel B
1345,39.9,2023-06-23,,
1346,36.7,2023-06-23,Twin room,
1347,52.5,2023-06-23,Female dorm,Hostel A
1348,35.2,2023-06-22,Large dorm,Hostel B
1349,37.7,2023-06-22,,
1350,29.6,2023-06-22,Single room,Hotel C
1351,323.0,2023-06-22,Family room,Hotel B
1352,23.5,2023-06-22,Twin room,Hotel C
1353,43.7,2023-06-22,Single room,
1354,34.7,2023-06-22,Twin room,
1355,343.0,2023-06-22,Luxury suite,Hotel B
1356,42.5,2023-06-22,Female dorm,Hostel A
1357,195.0,2023-06-22,Studio,Hotel D
1358,38.0,2023-06-22,Male dorm,Hostel A
1359,25.5,2023-06-22,,Hotel C
1360,343.0,2023-06-21,Luxury suite,Hotel B
1361,38.0,2023-06-21,Male dorm,Hostel A
1362,34.5,2023-06-21,,
1363,23.7,2023-06-21,,Hotel C
1364,42.5,2023-06-21,Female dorm,Hostel A
1365,40.0,2023-06-21,Single room,
1366,21.8,2023-06-21,Twin room,Hotel C
1367,27.5,2023-06-21,Single room,Hotel C
1368,31.7,2023-06-21,Twin room,
1369,190.0,2023-06-21,Studio,Hotel D
1370,323.0,2023-06-21,Family room,Hotel B
1371,34.2,2023-06-21,Large dorm,Hostel B
1372,21.8,2023-06-20,Twin room,Hotel C
1373,324.0,2023-06-20,Family room,Hotel B
1374,33.8,2023-06-20,Large dorm,Hostel B
1375,42.5,2023-06-20,Female dorm,Hostel A
1376,36.8,2023-06-20,Twin room,
1377,27.5,2023-06-20,Single room,Hotel C
1378,187.0,2023-06-20,Studio,Hotel D
1379,46.4,2023-06-20,Single room,
1380,40.0,2023-06-20,,
1381,38.0,2023-06-20,Male dorm,Hostel A
1382,344.0,2023-06-20,Luxury suite,Hotel B
1383,23.7,2023-06-20,,Hotel C
1384,323.0,2023-06-19,Family room,Hotel B
1385,38.0,2023-06-19,Male dorm,Hostel A
1386,35.2,2023-06-19,Twin room,
1387,343.0,2023-06-19,Luxury suite,Hotel B
1388,42.5,2023-06-19,Female dorm,Hostel A
1389,184.0,2023-06-19,Studio,Hotel D
1390,44.4,2023-06-19,Single room,
1391,38.3,2023-06-19,,
1392,33.9,2023-06-19,Single room,Hotel C
1393,33.6,2023-06-19,Large dorm,Hostel B
1394,29.2,2023-06-19,,Hotel C
1395,26.9,2023-06-19,Twin room,Hotel C
1396,344.0,2023-06-18,Luxury suite,Hotel B
1397,33.9,2023-06-18,Single room,Hotel C
1398,44.4,2023-06-18,Single room,
1399,324.0,2023-06-18,Family room,Hotel B
1400,38.0,2023-06-18,Male dorm,Hostel A
1401,42.5,2023-06-18,Female dorm,Hostel A
1402,38.3,2023-06-18,,
1403,26.9,2023-06-18,Twin room,Hotel C
1404,35.2,2023-06-18,Twin room,
1405,34.5,2023-06-18,Large dorm,Hostel B
1406,29.2,2023-06-18,,Hotel C
1407,187.0,2023-06-18,Studio,Hotel D
1408,300.0,2023-06-17,Studio,Hotel D
1409,52.5,2023-06-17,Female dorm,Hostel A
1410,27.2,2023-06-17,,Hotel C
1411,37.5,2023-06-17,Twin room,
1412,31.6,2023-06-17,Single room,Hotel C
1413,25.0,2023-06-17,Twin room,Hotel C
1414,40.0,2023-06-17,Large dorm,Hostel B
1415,322.0,2023-06-17,Family room,Hotel B
1416,47.3,2023-06-17,Single room,
1417,40.8,2023-06-17,,
1418,46.0,2023-06-17,Male dorm,Hostel A
1419,342.0,2023-06-17,Luxury suite,Hotel B
1420,47.6,2023-06-16,Single room,
1421,344.0,2023-06-16,Luxury suite,Hotel B
1422,37.7,2023-06-16,Twin room,
1423,41.0,2023-06-16,,
1424,25.0,2023-06-16,Twin room,Hotel C
1425,324.0,2023-06-16,Family room,Hotel B
1426,40.0,2023-06-16,Large dorm,Hostel B
1427,27.2,2023-06-16,,Hotel C
1428,259.0,2023-06-16,Studio,Hotel D
1429,31.6,2023-06-16,Single room,Hotel C
1430,52.5,2023-06-16,Female dorm,Hostel A
1431,46.0,2023-06-16,Male dorm,Hostel A
1432,42.5,2023-06-15,Female dorm,Hostel A
1433,37.8,2023-06-15,,
1434,326.0,2023-06-15,Family room,Hotel B
1435,35.4,2023-06-15,Large dorm,Hostel B
1436,195.0,2023-06-15,Studio,Hotel D
1437,346.0,2023-06-15,Luxury suite,Hotel B
1438,23.5,2023-06-15,Twin room,Hotel C
1439,38.0,2023-06-15,Male dorm,Hostel A
1440,43.8,2023-06-15,Single room,
1441,25.5,2023-06-15,,Hotel C
1442,29.6,2023-06-15,Single room,Hotel C
1443,34.8,2023-06-15,Twin room,
1444,21.8,2023-06-14,Twin room,Hotel C
1445,23.7,2023-06-14,,Hotel C
1446,34.6,2023-06-14,Large dorm,Hostel B
1447,325.0,2023-06-14,Family room,Hotel B
1448,41.8,2023-06-14,,
1449,38.0,2023-06-14,Male dorm,Hostel A
1450,190.0,2023-06-14,Studio,Hotel D
1451,42.5,2023-06-14,Female dorm,Hostel A
1452,38.5,2023-06-14,Twin room,
1453,48.5,2023-06-14,Single room,
1454,345.0,2023-06-14,Luxury suite,Hotel B
1455,27.5,2023-06-14,Single room,Hotel C
1456,27.5,2023-06-13,Single room,Hotel C
1457,37.7,2023-06-13,Twin room,
1458,38.0,2023-06-13,Male dorm,Hostel A
1459,187.0,2023-06-13,Studio,Hotel D
1460,41.0,2023-06-13,,
1461,21.8,2023-06-13,Twin room,Hotel C
1462,343.0,2023-06-13,Luxury suite,Hotel B
1463,34.1,2023-06-13,Large dorm,Hostel B
1464,47.6,2023-06-13,Single room,
1465,23.7,2023-06-13,,Hotel C
1466,42.5,2023-06-13,Female dorm,Hostel A
1467,323.0,2023-06-13,Family room,Hotel B
1468,33.7,2023-06-12,Large dorm,Hostel B
1469,44.4,2023-06-12,Single room,
1470,33.9,2023-06-12,Single room,Hotel C
1471,26.9,2023-06-12,Twin room,Hotel C
1472,38.3,2023-06-12,,
1473,342.0,2023-06-12,Luxury suite,Hotel B
1474,29.2,2023-06-12,,Hotel C
1475,322.0,2023-06-12,Family room,Hotel B
1476,42.5,2023-06-12,Female dorm,Hostel A
1477,35.2,2023-06-12,Twin room,
1478,184.0,2023-06-12,Studio,Hotel D
1479,38.0,2023-06-12,Male dorm,Hostel A
1480,34.5,2023-06-11,Large dorm,Hostel B
1481,43.5,2023-06-11,Single room,
1482,187.0,2023-06-11,Studio,Hotel D
1483,322.0,2023-06-11,Family room,Hotel B
1484,37.5,2023-06-11,,
1485,26.9,2023-06-11,Twin room,Hotel C
1486,34.5,2023-06-11,Twin room,
1487,342.0,2023-06-11,Luxury suite,Hotel B
1488,29.2,2023-06-11,,Hotel C
1489,42.5,2023-06-11,Female dorm,Hostel A
1490,33.9,2023-06-11,Single room,Hotel C
1491,38.0,2023-06-11,Male dorm,Hostel A
1492,39.9,2023-06-10,,
1493,36.7,2023-06-10,Twin room,
1494,25.0,2023-06-10,Twin room,Hotel C
1495,40.0,2023-06-10,Large dorm,Hostel B
1496,341.0,2023-06-10,Luxury suite,Hotel B
1497,52.5,2023-06-10,Female dorm,Hostel A
1498,46.3,2023-06-10,Single room,
1499,46.0,2023-06-10,Male dorm,Hostel A
1500,300.0,2023-06-10,Studio,Hotel D
1501,31.6,2023-06-10,Single room,Hotel C
1502,321.0,2023-06-10,Family room,Hotel B
1503,27.2,2023-06-10,,Hotel C
1504,258.0,2023-06-09,Studio,Hotel D
1505,52.5,2023-06-09,Female dorm,Hostel A
1506,46.3,2023-06-09,Single room,
1507,25.0,2023-06-09,Twin room,Hotel C
1508,40.0,2023-06-09,Large dorm,Hostel B
1509,342.0,2023-06-09,Luxury suite,Hotel B
1510,322.0,2023-06-09,Family room,Hotel B
1511,31.6,2023-06-09,Single room,Hotel C
1512,46.0,2023-06-09,Male dorm,Hostel A
1513,36.7,2023-06-09,Twin room,
1514,27.2,2023-06-09,,Hotel C
1515,39.9,2023-06-09,,
1516,42.5,2023-06-08,Female dorm,Hostel A
1517,342.0,2023-06-08,Luxury suite,Hotel B
1518,29.6,2023-06-08,Single room,Hotel C
1519,23.5,2023-06-08,Twin room,Hotel C
1520,42.8,2023-06-08,Single room,
1521,38.0,2023-06-08,Male dorm,Hostel A
1522,36.9,2023-06-08,,
1523,193.0,2023-06-08,Studio,Hotel D
1524,25.5,2023-06-08,,Hotel C
1525,33.9,2023-06-08,Twin room,
1526,35.3,2023-06-08,Large dorm,Hostel B
1527,322.0,2023-06-08,Family room,Hotel B
1528,325.0,2023-06-07,Family room,Hotel B
1529,38.0,2023-06-07,Male dorm,Hostel A
1530,42.5,2023-06-07,Female dorm,Hostel A
1531,21.8,2023-06-07,Twin room,Hotel C
1532,33.8,2023-06-07,,
1533,189.0,2023-06-07,Studio,Hotel D
1534,27.5,2023-06-07,Single room,Hotel C
1535,31.1,2023-06-07,Twin room,
1536,23.7,2023-06-07,,Hotel C
1537,34.1,2023-06-07,Large dorm,Hostel B
1538,345.0,2023-06-07,Luxury suite,Hotel B
1539,39.2,2023-06-07,Single room,
1540,328.0,2023-06-06,Family room,Hotel B
1541,34.1,2023-06-06,Large dorm,Hostel B
1542,40.2,2023-06-06,,
1543,21.8,2023-06-06,Twin room,Hotel C
1544,23.7,2023-06-06,,Hotel C
1545,188.0,2023-06-06,Studio,Hotel D
1546,38.0,2023-06-06,Male dorm,Hostel A
1547,348.0,2023-06-06,Luxury suite,Hotel B
1548,27.5,2023-06-06,Single room,Hotel C
1549,46.6,2023-06-06,Single room,
1550,37.0,2023-06-06,Twin room,
1551,42.5,2023-06-06,Female dorm,Hostel A
1552,26.9,2023-06-05,Twin room,Hotel C
1553,349.0,2023-06-05,Luxury suite,Hotel B
1554,33.2,2023-06-05,Large dorm,Hostel B
1555,35.1,2023-06-05,Twin room,
1556,44.2,2023-06-05,Single room,
1557,184.0,2023-06-05,Studio,Hotel D
1558,38.0,2023-06-05,Male dorm,Hostel A
1559,33.9,2023-06-05,Single room,Hotel C
1560,38.1,2023-06-05,,
1561,29.2,2023-06-05,,Hotel C
1562,329.0,2023-06-05,Family room,Hotel B
1563,42.5,2023-06-05,Female dorm,Hostel A
1564,344.0,2023-06-04,Luxury suite,Hotel B
1565,185.0,2023-06-04,Studio,Hotel D
1566,34.4,2023-06-04,Twin room,
1567,324.0,2023-06-04,Family room,Hotel B
1568,43.4,2023-06-04,Single room,
1569,42.5,2023-06-04,Female dorm,Hostel A
1570,33.9,2023-06-04,Single room,Hotel C
1571,38.0,2023-06-04,Male dorm,Hostel A
1572,29.2,2023-06-04,,Hotel C
1573,34.4,2023-06-04,Large dorm,Hostel B
1574,26.9,2023-06-04,Twin room,Hotel C
1575,37.4,2023-06-04,,
1576,324.0,2023-06-03,Family room,Hotel B
1577,28.0,2023-06-03,,Hotel C
1578,46.3,2023-06-03,Single room,
1579,39.9,2023-06-03,,
1580,36.7,2023-06-03,Twin room,
1581,32.5,2023-06-03,Single room,Hotel C
1582,46.0,2023-06-03,Male dorm,Hostel A
1583,25.8,2023-06-03,Twin room,Hotel C
1584,344.0,2023-06-03,Luxury suite,Hotel B
1585,52.5,2023-06-03,Female dorm,Hostel A
1586,300.0,2023-06-03,Studio,Hotel D
1587,40.0,2023-06-03,Large dorm,Hostel B
1588,28.0,2023-06-02,,Hotel C
1589,52.5,2023-06-02,Female dorm,Hostel A
1590,324.0,2023-06-02,Family room,Hotel B
1591,32.5,2023-06-02,Single room,Hotel C
1592,258.0,2023-06-02,Studio,Hotel D
1593,40.0,2023-06-02,Large dorm,Hostel B
1594,46.0,2023-06-02,Male dorm,Hostel A
1595,36.7,2023-06-02,Twin room,
1596,39.9,2023-06-02,,
1597,46.3,2023-06-02,Single room,
1598,25.8,2023-06-02,Twin room,Hotel C
1599,344.0,2023-06-02,Luxury suite,Hotel B
1600,323.0,2023-06-01,Family room,Hotel B
1601,42.5,2023-06-01,Female dorm,Hostel A
1602,343.0,2023-06-01,Luxury suite,Hotel B
1603,42.8,2023-06-01,Single room,
1604,38.0,2023-06-01,Male dorm,Hostel A
1605,33.9,2023-06-01,Twin room,
1606,36.9,2023-06-01,,
1607,193.0,2023-06-01,Studio,Hotel D
1608,35.1,2023-06-01,Large dorm,Hostel B
1609,25.5,2023-06-01,,Hotel C
1610,29.6,2023-06-01,Single room,Hotel C
1611,23.5,2023-06-01,Twin room,Hotel C
1612,317.0,2023-05-31,Family room,Hotel B
1613,34.6,2023-05-31,Twin room,
1614,37.6,2023-05-31,,
1615,21.8,2023-05-31,Twin room,Hotel C
1616,41.13,2023-05-31,Male dorm,Hostel A
1617,23.7,2023-05-31,,Hotel C
1618,28.0,2023-05-31,Large dorm,Hostel B
1619,27.5,2023-05-31,Single room,Hotel C
1620,192.0,2023-05-31,Studio,Hotel D
1621,337.0,2023-05-31,Luxury suite,Hotel B
1622,43.6,2023-05-31,Single room,
1623,46.41,2023-05-31,Female dorm,Hostel A
1624,41.49,2023-05-30,Male dorm,Hostel A
1625,21.8,2023-05-30,Twin room,Hotel C
1626,46.86,2023-05-30,Female dorm,Hostel A
1627,317.0,2023-05-30,Family room,Hotel B
1628,189.0,2023-05-30,Studio,Hotel D
1629,337.0,2023-05-30,Luxury suite,Hotel B
1630,28.0,2023-05-30,Large dorm,Hostel B
1631,37.8,2023-05-30,,
1632,34.8,2023-05-30,Twin room,
1633,27.5,2023-05-30,Single room,Hotel C
1634,43.8,2023-05-30,Single room,
1635,23.7,2023-05-30,,Hotel C
1636,40.3,2023-05-29,Twin room,
1637,42.49,2023-05-29,Male dorm,Hostel A
1638,261.0,2023-05-29,Luxury suite,Hotel B
1639,182.0,2023-05-29,Studio,Hotel D
1640,241.0,2023-05-29,Family room,Hotel B
1641,48.11,2023-05-29,Female dorm,Hostel A
1642,28.0,2023-05-29,Large dorm,Hostel B
1643,28.6,2023-05-29,,Hotel C
1644,50.8,2023-05-29,Single room,
1645,43.8,2023-05-29,,
1646,26.3,2023-05-29,Twin room,Hotel C
1647,33.2,2023-05-29,Single room,Hotel C
1648,25.6,2023-05-28,Twin room,Hotel C
1649,32.2,2023-05-28,Single room,Hotel C
1650,65.8,2023-05-28,Female dorm,Hostel A
1651,220.0,2023-05-28,Studio,Hotel D
1652,42.5,2023-05-28,Single room,
1653,33.7,2023-05-28,Twin room,
1654,36.6,2023-05-28,,
1655,257.0,2023-05-28,Family room,Hotel B
1656,28.0,2023-05-28,Large dorm,Hostel B
1657,27.8,2023-05-28,,Hotel C
1658,277.0,2023-05-28,Luxury suite,Hotel B
1659,56.64,2023-05-28,Male dorm,Hostel A
1660,40.0,2023-05-27,,
1661,36.8,2023-05-27,Twin room,
1662,39.0,2023-05-27,Large dorm,Hostel B
1663,220.0,2023-05-27,Studio,Hotel D
1664,324.0,2023-05-27,Family room,Hotel B
1665,62.97,2023-05-27,Male dorm,Hostel A
1666,344.0,2023-05-27,Luxury suite,Hotel B
1667,73.71,2023-05-27,Female dorm,Hostel A
1668,38.5,2023-05-27,Single room,Hotel C
1669,30.5,2023-05-27,Twin room,Hotel C
1670,33.2,2023-05-27,,Hotel C
1671,46.4,2023-05-27,Single room,
1672,220.0,2023-05-26,Studio,Hotel D
1673,32.5,2023-05-26,,Hotel C
1674,39.0,2023-05-26,Large dorm,Hostel B
1675,323.0,2023-05-26,Family room,Hotel B
1676,37.7,2023-05-26,Single room,Hotel C
1677,29.9,2023-05-26,Twin room,Hotel C
1678,46.4,2023-05-26,Single room,
1679,58.0,2023-05-26,Male dorm,Hostel A
1680,40.0,2023-05-26,,
1681,67.5,2023-05-26,Female dorm,Hostel A
1682,36.8,2023-05-26,Twin room,
1683,343.0,2023-05-26,Luxury suite,Hotel B
1684,30.0,2023-05-25,Large dorm,Hostel B
1685,29.6,2023-05-25,Single room,Hotel C
1686,321.0,2023-05-25,Family room,Hotel B
1687,36.9,2023-05-25,,
1688,25.5,2023-05-25,,Hotel C
1689,33.9,2023-05-25,Twin room,
1690,50.0,2023-05-25,Female dorm,Hostel A
1691,44.0,2023-05-25,Male dorm,Hostel A
1692,42.8,2023-05-25,Single room,
1693,199.0,2023-05-25,Studio,Hotel D
1694,23.5,2023-05-25,Twin room,Hotel C
1695,341.0,2023-05-25,Luxury suite,Hotel B
1696,34.7,2023-05-24,Twin room,
1697,43.7,2023-05-24,Single room,
1698,27.5,2023-05-24,Single room,Hotel C
1699,37.7,2023-05-24,,
1700,50.0,2023-05-24,Female dorm,Hostel A
1701,28.0,2023-05-24,Large dorm,Hostel B
1702,192.0,2023-05-24,Studio,Hotel D
1703,21.8,2023-05-24,Twin room,Hotel C
1704,344.0,2023-05-24,Luxury suite,Hotel B
1705,324.0,2023-05-24,Family room,Hotel B
1706,44.0,2023-05-24,Male dorm,Hostel A
1707,23.7,2023-05-24,,Hotel C
1708,189.0,2023-05-23,Studio,Hotel D
1709,50.0,2023-05-23,Female dorm,Hostel A
1710,43.8,2023-05-23,Single room,
1711,27.5,2023-05-23,Single room,Hotel C
1712,44.0,2023-05-23,Male dorm,Hostel A
1713,346.0,2023-05-23,Luxury suite,Hotel B
1714,23.7,2023-05-23,,Hotel C
1715,326.0,2023-05-23,Family room,Hotel B
1716,37.8,2023-05-23,,
1717,34.8,2023-05-23,Twin room,
1718,21.8,2023-05-23,Twin room,Hotel C
1719,28.0,2023-05-23,Large dorm,Hostel B
1720,323.0,2023-05-22,Family room,Hotel B
1721,186.0,2023-05-22,Studio,Hotel D
1722,29.2,2023-05-22,,Hotel C
1723,33.9,2023-05-22,Single room,Hotel C
1724,50.0,2023-05-22,Female dorm,Hostel A
1725,36.0,2023-05-22,,
1726,33.1,2023-05-22,Twin room,
1727,28.0,2023-05-22,Large dorm,Hostel B
1728,41.8,2023-05-22,Single room,
1729,44.0,2023-05-22,Male dorm,Hostel A
1730,26.9,2023-05-22,Twin room,Hotel C
1731,343.0,2023-05-22,Luxury suite,Hotel B
1732,32.8,2023-05-21,Twin room,
1733,33.9,2023-05-21,Single room,Hotel C
1734,53.0,2023-05-21,Male dorm,Hostel A
1735,29.2,2023-05-21,,Hotel C
1736,337.0,2023-05-21,Luxury suite,Hotel B
1737,61.25,2023-05-21,Female dorm,Hostel A
1738,26.9,2023-05-21,Twin room,Hotel C
1739,220.0,2023-05-21,Studio,Hotel D
1740,28.0,2023-05-21,Large dorm,Hostel B
1741,317.0,2023-05-21,Family room,Hotel B
1742,41.4,2023-05-21,Single room,
1743,35.7,2023-05-21,,
1744,27.2,2023-05-20,,Hotel C
1745,39.0,2023-05-20,Large dorm,Hostel B
1746,36.7,2023-05-20,Twin room,
1747,46.3,2023-05-20,Single room,
1748,31.6,2023-05-20,Single room,Hotel C
1749,63.0,2023-05-20,Male dorm,Hostel A
1750,317.0,2023-05-20,Family room,Hotel B
1751,39.9,2023-05-20,,
1752,73.75,2023-05-20,Female dorm,Hostel A
1753,220.0,2023-05-20,Studio,Hotel D
1754,337.0,2023-05-20,Luxury suite,Hotel B
1755,25.0,2023-05-20,Twin room,Hotel C
1756,46.3,2023-05-19,Single room,
1757,31.6,2023-05-19,Single room,Hotel C
1758,27.2,2023-05-19,,Hotel C
1759,36.7,2023-05-19,Twin room,
1760,39.9,2023-05-19,,
1761,336.0,2023-05-19,Luxury suite,Hotel B
1762,316.0,2023-05-19,Family room,Hotel B
1763,73.75,2023-05-19,Female dorm,Hostel A
1764,63.0,2023-05-19,Male dorm,Hostel A
1765,220.0,2023-05-19,Studio,Hotel D
1766,25.0,2023-05-19,Twin room,Hotel C
1767,39.0,2023-05-19,Large dorm,Hostel B
1768,42.8,2023-05-18,Single room,
1769,61.25,2023-05-18,Female dorm,Hostel A
1770,316.0,2023-05-18,Family room,Hotel B
1771,33.9,2023-05-18,Twin room,
1772,23.5,2023-05-18,Twin room,Hotel C
1773,30.0,2023-05-18,Large dorm,Hostel B
1774,53.0,2023-05-18,Male dorm,Hostel A
1775,36.9,2023-05-18,,
1776,25.5,2023-05-18,,Hotel C
1777,336.0,2023-05-18,Luxury suite,Hotel B
1778,220.0,2023-05-18,Studio,Hotel D
1779,29.6,2023-05-18,Single room,Hotel C
1780,336.0,2023-05-17,Luxury suite,Hotel B
1781,42.89,2023-05-17,Male dorm,Hostel A
1782,48.61,2023-05-17,Female dorm,Hostel A
1783,316.0,2023-05-17,Family room,Hotel B
1784,34.8,2023-05-17,Twin room,
1785,28.0,2023-05-17,Large dorm,Hostel B
1786,182.0,2023-05-17,Studio,Hotel D
1787,27.5,2023-05-17,Single room,Hotel C
1788,21.8,2023-05-17,Twin room,Hotel C
1789,37.8,2023-05-17,,
1790,23.7,2023-05-17,,Hotel C
1791,43.8,2023-05-17,Single room,
1792,34.3,2023-05-16,Twin room,
1793,309.0,2023-05-16,Family room,Hotel B
1794,37.3,2023-05-16,,
1795,42.5,2023-05-16,Female dorm,Hostel A
1796,23.7,2023-05-16,,Hotel C
1797,38.0,2023-05-16,Male dorm,Hostel A
1798,28.0,2023-05-16,Large dorm,Hostel B
1799,21.8,2023-05-16,Twin room,Hotel C
1800,189.0,2023-05-16,Studio,Hotel D
1801,43.3,2023-05-16,Single room,
1802,27.5,2023-05-16,Single room,Hotel C
1803,329.0,2023-05-16,Luxury suite,Hotel B
1804,33.9,2023-05-15,Single room,Hotel C
1805,42.5,2023-05-15,Female dorm,Hostel A
1806,26.9,2023-05-15,Twin room,Hotel C
1807,28.0,2023-05-15,Large dorm,Hostel B
1808,38.0,2023-05-15,Male dorm,Hostel A
1809,186.0,2023-05-15,Studio,Hotel D
1810,29.2,2023-05-15,,Hotel C
1811,40.9,2023-05-15,Single room,
1812,32.5,2023-05-15,Twin room,
1813,35.3,2023-05-15,,
1814,329.0,2023-05-15,Luxury suite,Hotel B
1815,309.0,2023-05-15,Family room,Hotel B
1816,28.0,2023-05-14,Large dorm,Hostel B
1817,32.4,2023-05-14,Twin room,
1818,38.0,2023-05-14,Male dorm,Hostel A
1819,42.5,2023-05-14,Female dorm,Hostel A
1820,26.9,2023-05-14,Twin room,Hotel C
1821,40.8,2023-05-14,Single room,
1822,336.0,2023-05-14,Luxury suite,Hotel B
1823,187.0,2023-05-14,Studio,Hotel D
1824,35.2,2023-05-14,,
1825,29.2,2023-05-14,,Hotel C
1826,33.9,2023-05-14,Single room,Hotel C
1827,316.0,2023-05-14,Family room,Hotel B
1828,31.6,2023-05-13,Single room,Hotel C
1829,73.75,2023-05-13,Female dorm,Hostel A
1830,39.9,2023-05-13,,
1831,36.7,2023-05-13,Twin room,
1832,63.0,2023-05-13,Male dorm,Hostel A
1833,300.0,2023-05-13,Studio,Hotel D
1834,25.0,2023-05-13,Twin room,Hotel C
1835,336.0,2023-05-13,Luxury suite,Hotel B
1836,46.3,2023-05-13,Single room,
1837,39.0,2023-05-13,Large dorm,Hostel B
1838,27.2,2023-05-13,,Hotel C
1839,316.0,2023-05-13,Family room,Hotel B
1840,39.0,2023-05-12,Large dorm,Hostel B
1841,61.25,2023-05-12,Female dorm,Hostel A
1842,337.0,2023-05-12,Luxury suite,Hotel B
1843,31.6,2023-05-12,Single room,Hotel C
1844,25.0,2023-05-12,Twin room,Hotel C
1845,39.9,2023-05-12,,
1846,317.0,2023-05-12,Family room,Hotel B
1847,46.3,2023-05-12,Single room,
1848,36.7,2023-05-12,Twin room,
1849,27.2,2023-05-12,,Hotel C
1850,262.0,2023-05-12,Studio,Hotel D
1851,53.0,2023-05-12,Male dorm,Hostel A
1852,30.0,2023-05-11,Large dorm,Hostel B
1853,38.0,2023-05-11,Male dorm,Hostel A
1854,316.0,2023-05-11,Family room,Hotel B
1855,23.5,2023-05-11,Twin room,Hotel C
1856,29.6,2023-05-11,Single room,Hotel C
1857,199.0,2023-05-11,Studio,Hotel D
