Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,later_date,rpm_null,rpm_x_torque,discrete_torque,discrete_air_temp,air_temp_process_temp,wear_squared,year,month,day,dayofweek,hour
303.9,313.0,1480.0,39.9,176.0,0.0,0.0,0.0,59052.0,41.85,297.75,1.0299440605462324,30976.0,2002.0,6.0,29.0,5.0,11.0
303.9,313.0,1433.0,48.4,178.0,0.0,0.0,0.0,69357.2,41.85,297.75,1.0299440605462324,31684.0,2002.0,6.0,29.0,5.0,12.0
303.8,312.9,1514.0,34.3,180.0,0.0,0.0,0.0,51930.2,41.85,297.75,1.029953917050691,32400.0,2002.0,6.0,29.0,5.0,13.0
303.8,312.9,1619.0,115.5,182.0,0.0,0.0,0.0,186994.5,120.5,297.75,1.029953917050691,33124.0,2002.0,6.0,29.0,5.0,14.0
303.8,312.9,1378.0,45.6,184.0,0.0,0.0,0.0,62836.8,41.85,297.75,1.029953917050691,33856.0,2002.0,6.0,29.0,5.0,15.0
303.9,312.9,1321.37,53.5,189.0,0.0,0.0,1.0,70641.59500000003,41.85,297.75,1.0296150049358341,35721.0,2002.0,6.0,29.0,5.0,16.0
303.8,312.9,1367.0,49.9,192.0,0.0,0.0,0.0,68213.3,41.85,297.75,1.029953917050691,36864.0,2002.0,6.0,29.0,5.0,17.0
303.9,312.9,1526.0,42.5,194.0,0.0,0.0,0.0,64855.0,41.85,297.75,1.0296150049358341,37636.0,2002.0,6.0,29.0,5.0,18.0
303.9,312.8,1419.0,47.9,196.0,0.0,0.0,0.0,67970.09999999999,41.85,297.75,1.029285949325436,38416.0,2002.0,6.0,29.0,5.0,19.0
288.0,312.8,1542.0,42.7,198.0,0.0,0.0,0.0,65843.40000000001,41.85,283.0,1.0861111111111112,39204.0,2002.0,6.0,29.0,5.0,20.0
304.0,312.9,1363.0,62.5,200.0,1.0,0.0,0.0,85187.5,41.85,297.75,1.0292763157894735,40000.0,2002.0,6.0,29.0,5.0,21.0
304.0,312.9,1313.0,53.9,202.0,0.0,0.0,0.0,70770.7,41.85,297.75,1.0292763157894735,40804.0,2002.0,6.0,29.0,5.0,22.0
304.0,312.9,1495.0,46.6,0.0,0.0,0.0,0.0,69667.0,41.85,297.75,1.0292763157894735,0.0,2002.0,6.0,29.0,5.0,23.0
304.0,313.0,1407.0,42.1,5.0,0.0,0.0,0.0,59234.700000000004,41.85,297.75,1.0296052631578947,25.0,2002.0,6.0,30.0,6.0,0.0
304.1,313.0,1566.0,37.2,7.0,0.0,0.0,0.0,58255.200000000004,41.85,297.75,1.0292666885892798,49.0,2002.0,6.0,30.0,6.0,1.0
304.1,313.1,1550.0,30.9,9.0,0.0,0.0,0.0,47895.0,41.85,297.75,1.0295955277869122,81.0,2002.0,6.0,30.0,6.0,2.0
304.2,313.2,1396.0,50.5,11.0,0.0,0.0,0.0,70498.0,41.85,297.75,1.029585798816568,121.0,2002.0,6.0,30.0,6.0,3.0
288.3,313.3,1540.0,39.0,14.0,0.0,0.0,0.0,60060.0,41.85,283.0,1.0867152271938954,196.0,2002.0,6.0,30.0,6.0,4.0
304.2,313.2,1380.0,48.7,17.0,0.0,0.0,0.0,67206.0,41.85,297.75,1.029585798816568,289.0,2002.0,6.0,30.0,6.0,5.0
304.2,313.1,1608.0,31.1,20.0,0.0,0.0,0.0,50008.8,41.85,297.75,1.0292570677186064,400.0,2002.0,6.0,30.0,6.0,6.0
304.2,313.0,1442.0,40.9,23.0,0.0,0.0,0.0,58977.799999999996,41.85,297.75,1.0289283366206443,529.0,2002.0,6.0,30.0,6.0,7.0
304.1,313.0,1408.0,45.3,28.0,0.0,0.0,0.0,63782.399999999994,41.85,297.75,1.0292666885892798,784.0,2002.0,6.0,30.0,6.0,8.0
304.0,313.0,1454.0,46.8,30.0,0.0,0.0,0.0,68047.2,41.85,297.75,1.0296052631578947,900.0,2002.0,6.0,30.0,6.0,9.0
304.1,313.1,1666.0,34.6,33.0,0.0,0.0,0.0,57643.600000000006,41.85,297.75,1.0295955277869122,1089.0,2002.0,6.0,30.0,6.0,10.0
304.1,313.2,1366.0,46.6,35.0,0.0,0.0,0.0,63655.6,41.85,297.75,1.0299243669845444,1225.0,2002.0,6.0,30.0,6.0,11.0
304.2,313.2,1464.0,44.9,37.0,0.0,0.0,0.0,65733.59999999999,41.85,297.75,1.029585798816568,1369.0,2002.0,6.0,30.0,6.0,12.0
304.3,313.3,1775.0,24.9,39.0,0.0,0.0,0.0,44197.5,41.85,297.75,1.0295760762405521,1521.0,2002.0,6.0,30.0,6.0,13.0
304.3,313.4,1482.0,43.8,41.0,0.0,0.0,0.0,64911.6,41.85,297.75,1.0299046993098915,1681.0,2002.0,6.0,30.0,6.0,14.0
288.2,313.4,1411.0,54.8,44.0,0.0,0.0,0.0,77322.8,41.85,283.0,1.0874392782789728,1936.0,2002.0,6.0,30.0,6.0,15.0
304.2,313.3,1410.0,51.6,47.0,0.0,0.0,0.0,72756.0,41.85,297.75,1.02991452991453,2209.0,2002.0,6.0,30.0,6.0,16.0
304.1,313.3,1494.0,39.0,49.0,0.0,0.0,0.0,58266.0,41.85,297.75,1.030253206182177,2401.0,2002.0,6.0,30.0,6.0,17.0
304.1,313.2,1590.0,43.4,52.0,0.0,0.0,0.0,69006.0,41.85,297.75,1.0299243669845444,2704.0,2002.0,6.0,30.0,6.0,18.0
304.1,313.1,1327.0,54.1,57.0,0.0,0.0,0.0,71790.7,41.85,297.75,1.0295955277869122,3249.0,2002.0,6.0,30.0,6.0,19.0
304.1,313.1,1969.0,20.8,59.0,0.0,0.0,0.0,40955.200000000004,41.85,297.75,1.0295955277869122,3481.0,2002.0,6.0,30.0,6.0,20.0
288.0,313.0,1377.0,56.0,61.0,0.0,0.0,0.0,77112.0,41.85,283.0,1.0868055555555556,3721.0,2002.0,6.0,30.0,6.0,21.0
304.0,313.0,1541.0,45.9,64.0,0.0,0.0,0.0,70731.9,41.85,297.75,1.0296052631578947,4096.0,2002.0,6.0,30.0,6.0,22.0
304.0,313.0,1685.0,28.2,66.0,0.0,0.0,0.0,47517.0,41.85,297.75,1.0296052631578947,4356.0,2002.0,6.0,30.0,6.0,23.0
304.0,313.1,1465.0,41.0,69.0,0.0,0.0,0.0,60065.0,41.85,297.75,1.0299342105263158,4761.0,2002.0,7.0,1.0,0.0,0.0
303.9,313.1,1483.0,47.2,71.0,0.0,0.0,0.0,69997.6,41.85,297.75,1.0302731161566305,5041.0,2002.0,7.0,1.0,0.0,1.0
303.9,313.2,1570.0,40.7,74.0,0.0,0.0,0.0,63899.00000000001,41.85,297.75,1.0306021717670286,5476.0,2002.0,7.0,1.0,0.0,2.0
287.9,313.2,1345.0,48.2,77.0,0.0,0.0,0.0,64829.00000000001,41.85,283.0,1.0878777353247655,5929.0,2002.0,7.0,1.0,0.0,3.0
303.9,313.2,1608.0,40.6,79.0,0.0,0.0,0.0,65284.8,41.85,297.75,1.0306021717670286,6241.0,2002.0,7.0,1.0,0.0,4.0
304.0,313.3,1415.0,52.8,82.0,0.0,0.0,0.0,74712.0,41.85,297.75,1.030592105263158,6724.0,2002.0,7.0,1.0,0.0,5.0
304.1,313.5,1470.0,45.8,85.0,0.0,0.0,0.0,67326.0,41.85,297.75,1.0309108845774415,7225.0,2002.0,7.0,1.0,0.0,6.0
304.1,313.5,1428.0,39.9,88.0,0.0,0.0,0.0,56977.2,41.85,297.75,1.0309108845774415,7744.0,2002.0,7.0,1.0,0.0,7.0
304.2,313.5,1627.0,32.2,91.0,0.0,0.0,0.0,52389.4,41.85,297.75,1.0305719921104537,8281.0,2002.0,7.0,1.0,0.0,8.0
304.2,313.4,1457.0,49.4,96.0,0.0,0.0,0.0,71975.8,41.85,297.75,1.0302432610124916,9216.0,2002.0,7.0,1.0,0.0,9.0
288.2,313.4,1475.0,40.2,98.0,0.0,0.0,0.0,59295.00000000001,41.85,283.0,1.0874392782789728,9604.0,2002.0,7.0,1.0,0.0,10.0
304.2,313.5,1438.0,50.1,100.0,0.0,0.0,0.0,72043.8,41.85,297.75,1.0305719921104537,10000.0,2002.0,7.0,1.0,0.0,11.0
304.2,313.5,1437.0,47.2,102.0,0.0,0.0,0.0,67826.40000000001,41.85,297.75,1.0305719921104537,10404.0,2002.0,7.0,1.0,0.0,12.0
304.1,313.4,1518.0,42.4,105.0,0.0,0.0,0.0,64363.2,41.85,297.75,1.0305820453798091,11025.0,2002.0,7.0,1.0,0.0,13.0
304.1,313.5,1587.0,33.6,108.0,0.0,0.0,0.0,53323.200000000004,41.85,297.75,1.0309108845774415,11664.0,2002.0,7.0,1.0,0.0,14.0
304.1,313.4,1399.0,43.7,111.0,0.0,0.0,0.0,61136.3,41.85,297.75,1.0305820453798091,12321.0,2002.0,7.0,1.0,0.0,15.0
304.1,313.5,1469.0,44.6,113.0,0.0,0.0,0.0,65517.4,41.85,297.75,1.0309108845774415,12769.0,2002.0,7.0,1.0,0.0,16.0
304.1,313.4,1374.0,56.6,115.0,0.0,0.0,0.0,77768.40000000001,41.85,297.75,1.0305820453798091,13225.0,2002.0,7.0,1.0,0.0,17.0
304.0,313.3,1519.0,36.7,117.0,0.0,0.0,0.0,55747.3,41.85,297.75,1.030592105263158,13689.0,2002.0,7.0,1.0,0.0,18.0
303.9,313.2,1540.0,44.4,119.0,0.0,0.0,0.0,68376.0,41.85,297.75,1.0306021717670286,14161.0,2002.0,7.0,1.0,0.0,19.0
303.9,313.3,1394.0,51.6,121.0,0.0,0.0,0.0,71930.40000000001,41.85,297.75,1.030931227377427,14641.0,2002.0,7.0,1.0,0.0,20.0
288.0,313.4,1389.0,45.8,123.0,0.0,0.0,0.0,63616.2,41.85,283.0,1.0881944444444445,15129.0,2002.0,7.0,1.0,0.0,21.0
304.0,313.5,1732.0,26.2,126.0,0.0,0.0,0.0,45378.4,41.85,297.75,1.03125,15876.0,2002.0,7.0,1.0,0.0,22.0
304.1,313.6,1556.0,37.4,129.0,0.0,0.0,0.0,58194.399999999994,41.85,297.75,1.031239723775074,16641.0,2002.0,7.0,1.0,0.0,23.0
304.1,313.6,1441.0,43.7,131.0,0.0,0.0,0.0,62971.700000000004,41.85,297.75,1.031239723775074,17161.0,2002.0,7.0,2.0,1.0,0.0
304.1,313.6,1382.0,46.7,134.0,0.0,0.0,0.0,64539.4,41.85,297.75,1.031239723775074,17956.0,2002.0,7.0,2.0,1.0,1.0
304.2,313.8,1481.0,44.9,136.0,0.0,0.0,0.0,66496.9,41.85,297.75,1.0315581854043394,18496.0,2002.0,7.0,2.0,1.0,2.0
304.2,313.7,2113.0,18.4,139.0,0.0,0.0,0.0,38879.2,41.85,297.75,1.0312294543063774,19321.0,2002.0,7.0,2.0,1.0,3.0
304.2,313.8,1401.0,53.9,142.0,0.0,0.0,0.0,75513.9,41.85,297.75,1.0315581854043394,20164.0,2002.0,7.0,2.0,1.0,4.0
304.1,313.6,1611.0,31.4,144.0,0.0,0.0,0.0,50585.399999999994,41.85,297.75,1.031239723775074,20736.0,2002.0,7.0,2.0,1.0,5.0
288.2,313.6,1512.0,33.4,146.0,0.0,0.0,0.0,50500.799999999996,41.85,283.0,1.0881332408049966,21316.0,2002.0,7.0,2.0,1.0,6.0
304.2,313.6,1411.0,46.0,149.0,0.0,0.0,0.0,64906.0,41.85,297.75,1.0309007232084155,22201.0,2002.0,7.0,2.0,1.0,7.0
304.2,313.6,1424.0,43.7,151.0,0.0,0.0,0.0,62228.8,41.85,297.75,1.0309007232084155,22801.0,2002.0,7.0,2.0,1.0,8.0
304.2,313.6,1469.0,40.0,154.0,0.0,0.0,0.0,58760.0,41.85,297.75,1.0309007232084155,23716.0,2002.0,7.0,2.0,1.0,9.0
304.2,313.5,1684.0,29.8,156.0,0.0,0.0,0.0,50183.200000000004,41.85,297.75,1.0305719921104537,24336.0,2002.0,7.0,2.0,1.0,10.0
304.2,313.5,1532.0,41.3,161.0,0.0,0.0,0.0,63271.6,41.85,297.75,1.0305719921104537,25921.0,2002.0,7.0,2.0,1.0,11.0
304.2,313.5,1557.0,37.3,164.0,0.0,0.0,0.0,58076.1,41.85,297.75,1.0305719921104537,26896.0,2002.0,7.0,2.0,1.0,12.0
304.3,313.5,1416.0,48.1,167.0,0.0,0.0,0.0,68109.6,41.85,297.75,1.030233322379231,27889.0,2002.0,7.0,2.0,1.0,13.0
304.3,313.5,1802.0,25.4,170.0,0.0,0.0,0.0,45770.799999999996,41.85,297.75,1.030233322379231,28900.0,2002.0,7.0,2.0,1.0,14.0
304.3,313.5,2245.0,15.1,172.0,0.0,0.0,0.0,33899.5,41.85,297.75,1.030233322379231,29584.0,2002.0,7.0,2.0,1.0,15.0
304.2,313.4,1434.0,42.5,175.0,0.0,0.0,0.0,60945.0,41.85,297.75,1.0302432610124916,30625.0,2002.0,7.0,2.0,1.0,16.0
304.1,313.3,1725.0,28.3,177.0,0.0,0.0,0.0,48817.5,41.85,297.75,1.030253206182177,31329.0,2002.0,7.0,2.0,1.0,17.0
304.2,313.3,1668.0,35.7,180.0,0.0,0.0,0.0,59547.600000000006,41.85,297.75,1.02991452991453,32400.0,2002.0,7.0,2.0,1.0,18.0
304.1,313.3,1452.0,43.9,182.0,0.0,0.0,0.0,63742.799999999996,41.85,297.75,1.030253206182177,33124.0,2002.0,7.0,2.0,1.0,19.0
304.1,313.3,1415.0,50.0,184.0,0.0,0.0,0.0,70750.0,41.85,297.75,1.030253206182177,33856.0,2002.0,7.0,2.0,1.0,20.0
304.1,313.2,1824.0,25.8,186.0,0.0,0.0,0.0,47059.200000000004,41.85,297.75,1.0299243669845444,34596.0,2002.0,7.0,2.0,1.0,21.0
304.1,313.3,1438.0,45.5,188.0,0.0,0.0,0.0,65429.0,41.85,297.75,1.030253206182177,35344.0,2002.0,7.0,2.0,1.0,22.0
304.1,313.3,1883.0,104.3,190.0,0.0,0.0,0.0,196396.9,120.5,297.75,1.030253206182177,36100.0,2002.0,7.0,2.0,1.0,23.0
304.2,313.4,1735.0,28.9,192.0,0.0,0.0,0.0,50141.5,41.85,297.75,1.0302432610124916,36864.0,2002.0,7.0,3.0,2.0,0.0
304.3,313.5,1464.0,36.7,194.0,0.0,0.0,0.0,53728.8,41.85,297.75,1.030233322379231,37636.0,2002.0,7.0,3.0,2.0,1.0
304.3,313.6,1489.0,40.3,196.0,0.0,0.0,0.0,60006.7,41.85,297.75,1.0305619454485706,38416.0,2002.0,7.0,3.0,2.0,2.0
304.4,313.6,1510.0,38.9,199.0,0.0,0.0,0.0,58739.0,41.85,297.75,1.0302233902759528,39601.0,2002.0,7.0,3.0,2.0,3.0
304.3,313.6,1585.0,32.1,202.0,0.0,0.0,0.0,50878.5,41.85,297.75,1.0305619454485706,40804.0,2002.0,7.0,3.0,2.0,4.0
304.4,313.7,1509.0,35.0,205.0,1.0,0.0,0.0,52815.0,41.85,297.75,1.030551905387648,42025.0,2002.0,7.0,3.0,2.0,5.0
304.4,313.6,1568.0,39.1,0.0,0.0,0.0,0.0,61308.8,41.85,297.75,1.0302233902759528,0.0,2002.0,7.0,3.0,2.0,6.0
304.3,313.5,1525.0,42.0,2.0,0.0,0.0,0.0,64050.0,41.85,297.75,1.030233322379231,4.0,2002.0,7.0,3.0,2.0,7.0
304.4,313.7,1607.0,33.5,5.0,0.0,0.0,0.0,53834.5,41.85,297.75,1.030551905387648,25.0,2002.0,7.0,3.0,2.0,8.0
304.5,313.7,1670.0,32.9,7.0,0.0,0.0,0.0,54943.0,41.85,297.75,1.0302134646962233,49.0,2002.0,7.0,3.0,2.0,9.0
304.4,313.6,1585.0,38.9,9.0,0.0,0.0,0.0,61656.5,41.85,297.75,1.0302233902759528,81.0,2002.0,7.0,3.0,2.0,10.0
304.4,313.6,1569.0,38.4,11.0,0.0,0.0,0.0,60249.6,41.85,297.75,1.0302233902759528,121.0,2002.0,7.0,3.0,2.0,11.0
304.4,313.6,1507.0,43.1,13.0,0.0,0.0,0.0,64951.700000000004,41.85,297.75,1.0302233902759528,169.0,2002.0,7.0,3.0,2.0,12.0
304.3,313.5,1452.0,41.5,15.0,0.0,0.0,0.0,60258.0,41.85,297.75,1.030233322379231,225.0,2002.0,7.0,3.0,2.0,13.0
304.3,313.5,1590.0,29.8,17.0,0.0,0.0,0.0,47382.0,41.85,297.75,1.030233322379231,289.0,2002.0,7.0,3.0,2.0,14.0
304.3,313.6,1409.0,56.0,19.0,0.0,0.0,0.0,78904.0,41.85,297.75,1.0305619454485706,361.0,2002.0,7.0,3.0,2.0,15.0
304.3,313.5,2643.0,12.7,21.0,0.0,0.0,0.0,33566.1,41.85,297.75,1.030233322379231,441.0,2002.0,7.0,3.0,2.0,16.0
304.2,313.4,1644.0,31.7,23.0,0.0,0.0,0.0,52114.799999999996,41.85,297.75,1.0302432610124916,529.0,2002.0,7.0,3.0,2.0,17.0
304.2,313.4,1568.0,37.6,25.0,0.0,0.0,0.0,58956.8,41.85,297.75,1.0302432610124916,625.0,2002.0,7.0,3.0,2.0,18.0
304.2,313.3,1625.0,37.3,27.0,0.0,0.0,0.0,60612.49999999999,41.85,297.75,1.02991452991453,729.0,2002.0,7.0,3.0,2.0,19.0
304.2,313.4,1482.0,41.4,32.0,0.0,0.0,0.0,61354.799999999996,41.85,297.75,1.0302432610124916,1024.0,2002.0,7.0,3.0,2.0,20.0
304.1,313.3,1397.0,49.6,34.0,0.0,0.0,0.0,69291.2,41.85,297.75,1.030253206182177,1156.0,2002.0,7.0,3.0,2.0,21.0
304.1,313.3,1459.0,50.3,39.0,0.0,0.0,0.0,73387.7,41.85,297.75,1.030253206182177,1521.0,2002.0,7.0,3.0,2.0,22.0
304.2,313.4,1490.0,44.0,41.0,0.0,0.0,0.0,65560.0,41.85,297.75,1.0302432610124916,1681.0,2002.0,7.0,3.0,2.0,23.0
304.1,313.2,1434.0,50.1,43.0,0.0,0.0,0.0,71843.40000000001,41.85,297.75,1.0299243669845444,1849.0,2002.0,7.0,4.0,3.0,0.0
304.1,313.2,2028.0,18.9,45.0,0.0,0.0,0.0,38329.2,41.85,297.75,1.0299243669845444,2025.0,2002.0,7.0,4.0,3.0,1.0
304.2,313.3,1464.0,45.9,48.0,0.0,0.0,0.0,67197.59999999999,41.85,297.75,1.02991452991453,2304.0,2002.0,7.0,4.0,3.0,2.0
304.2,313.4,1713.0,23.5,50.0,0.0,0.0,0.0,40255.5,41.85,297.75,1.0302432610124916,2500.0,2002.0,7.0,4.0,3.0,3.0
304.3,313.4,1624.0,32.1,53.0,0.0,0.0,0.0,52130.4,41.85,297.75,1.0299046993098915,2809.0,2002.0,7.0,4.0,3.0,4.0
288.2,313.4,1421.0,43.4,56.0,0.0,0.0,0.0,61671.4,41.85,283.0,1.0874392782789728,3136.0,2002.0,7.0,4.0,3.0,5.0
304.2,313.5,1546.0,41.4,58.0,0.0,0.0,0.0,64004.399999999994,41.85,297.75,1.0305719921104537,3364.0,2002.0,7.0,4.0,3.0,6.0
304.2,313.4,1639.0,32.7,63.0,0.0,0.0,0.0,53595.3,41.85,297.75,1.0302432610124916,3969.0,2002.0,7.0,4.0,3.0,7.0
304.1,313.4,1696.0,29.6,65.0,0.0,0.0,0.0,50201.600000000006,41.85,297.75,1.0305820453798091,4225.0,2002.0,7.0,4.0,3.0,8.0
304.1,313.3,1470.0,39.9,70.0,0.0,0.0,0.0,58653.0,41.85,297.75,1.030253206182177,4900.0,2002.0,7.0,4.0,3.0,9.0
304.1,313.3,1480.0,38.4,72.0,0.0,0.0,0.0,56832.0,41.85,297.75,1.030253206182177,5184.0,2002.0,7.0,4.0,3.0,10.0
304.2,313.4,1329.0,54.5,75.0,0.0,0.0,0.0,72430.5,41.85,297.75,1.0302432610124916,5625.0,2002.0,7.0,4.0,3.0,11.0
304.2,313.4,1740.0,28.2,78.0,0.0,0.0,0.0,49068.0,41.85,297.75,1.0302432610124916,6084.0,2002.0,7.0,4.0,3.0,12.0
304.2,313.5,1739.0,28.1,80.0,0.0,0.0,0.0,48865.9,41.85,297.75,1.0305719921104537,6400.0,2002.0,7.0,4.0,3.0,13.0
304.2,313.5,1390.0,47.8,83.0,0.0,0.0,0.0,66442.0,41.85,297.75,1.0305719921104537,6889.0,2002.0,7.0,4.0,3.0,14.0
304.2,313.4,1740.0,23.7,86.0,0.0,0.0,0.0,41238.0,41.85,297.75,1.0302432610124916,7396.0,2002.0,7.0,4.0,3.0,15.0
304.0,313.3,1844.0,27.1,88.0,0.0,0.0,0.0,49972.4,41.85,297.75,1.030592105263158,7744.0,2002.0,7.0,4.0,3.0,16.0
304.0,313.1,1388.0,53.2,91.0,0.0,0.0,0.0,73841.6,41.85,297.75,1.0299342105263158,8281.0,2002.0,7.0,4.0,3.0,17.0
304.0,313.2,1517.0,43.1,96.0,0.0,0.0,0.0,65382.700000000004,41.85,297.75,1.0302631578947368,9216.0,2002.0,7.0,4.0,3.0,18.0
304.0,313.1,1450.0,42.8,101.0,0.0,0.0,0.0,62059.99999999999,41.85,297.75,1.0299342105263158,10201.0,2002.0,7.0,4.0,3.0,19.0
304.0,313.2,1584.0,38.7,104.0,0.0,0.0,0.0,61300.8,41.85,297.75,1.0302631578947368,10816.0,2002.0,7.0,4.0,3.0,20.0
304.0,313.1,1720.0,28.7,106.0,0.0,0.0,0.0,49364.0,41.85,297.75,1.0299342105263158,11236.0,2002.0,7.0,4.0,3.0,21.0
303.9,313.1,1586.0,31.9,108.0,0.0,0.0,0.0,50593.399999999994,41.85,297.75,1.0302731161566305,11664.0,2002.0,7.0,4.0,3.0,22.0
303.9,313.0,1901.0,22.5,110.0,0.0,0.0,0.0,42772.5,41.85,297.75,1.0299440605462324,12100.0,2002.0,7.0,4.0,3.0,23.0
304.0,313.0,1397.0,42.4,113.0,0.0,0.0,0.0,59232.799999999996,41.85,297.75,1.0296052631578947,12769.0,2002.0,7.0,5.0,4.0,0.0
288.0,313.0,2012.0,100.9,115.0,0.0,0.0,0.0,203010.80000000002,120.5,283.0,1.0868055555555556,13225.0,2002.0,7.0,5.0,4.0,1.0
304.0,313.0,2354.0,94.8,117.0,0.0,0.0,0.0,223159.19999999998,120.5,297.75,1.0296052631578947,13689.0,2002.0,7.0,5.0,4.0,2.0
304.0,313.1,1648.0,35.7,119.0,0.0,0.0,0.0,58833.600000000006,41.85,297.75,1.0299342105263158,14161.0,2002.0,7.0,5.0,4.0,3.0
304.0,313.2,1632.0,30.6,121.0,0.0,0.0,0.0,49939.200000000004,41.85,297.75,1.0302631578947368,14641.0,2002.0,7.0,5.0,4.0,4.0
304.1,313.2,1427.0,46.9,123.0,0.0,0.0,0.0,66926.3,41.85,297.75,1.0299243669845444,15129.0,2002.0,7.0,5.0,4.0,5.0
304.1,313.2,1452.0,48.0,126.0,0.0,0.0,0.0,69696.0,41.85,297.75,1.0299243669845444,15876.0,2002.0,7.0,5.0,4.0,6.0
304.0,313.2,1416.0,46.0,128.0,0.0,0.0,0.0,65136.0,41.85,297.75,1.0302631578947368,16384.0,2002.0,7.0,5.0,4.0,7.0
303.9,313.1,1310.0,62.9,130.0,0.0,0.0,0.0,82399.0,41.85,297.75,1.0302731161566305,16900.0,2002.0,7.0,5.0,4.0,8.0
304.0,313.1,1408.0,39.8,132.0,0.0,0.0,0.0,56038.399999999994,41.85,297.75,1.0299342105263158,17424.0,2002.0,7.0,5.0,4.0,9.0
303.9,313.1,1668.0,34.4,137.0,0.0,0.0,0.0,57379.2,41.85,297.75,1.0302731161566305,18769.0,2002.0,7.0,5.0,4.0,10.0
303.9,313.0,1551.0,36.8,140.0,0.0,0.0,0.0,57076.799999999996,41.85,297.75,1.0299440605462324,19600.0,2002.0,7.0,5.0,4.0,11.0
303.9,313.0,1517.0,36.0,142.0,0.0,0.0,0.0,54612.0,41.85,297.75,1.0299440605462324,20164.0,2002.0,7.0,5.0,4.0,12.0
303.8,312.9,1570.0,35.8,147.0,0.0,0.0,0.0,56205.99999999999,41.85,297.75,1.029953917050691,21609.0,2002.0,7.0,5.0,4.0,13.0
303.8,312.8,1428.0,53.3,152.0,0.0,0.0,0.0,76112.4,41.85,297.75,1.0296247531270573,23104.0,2002.0,7.0,5.0,4.0,14.0
303.8,312.8,1503.0,40.0,154.0,0.0,0.0,0.0,60120.0,41.85,297.75,1.0296247531270573,23716.0,2002.0,7.0,5.0,4.0,15.0
303.8,312.8,1416.0,58.7,156.0,0.0,0.0,0.0,83119.2,41.85,297.75,1.0296247531270573,24336.0,2002.0,7.0,5.0,4.0,16.0
303.7,312.7,1396.0,47.3,158.0,0.0,0.0,0.0,66030.8,41.85,297.75,1.0296345077378992,24964.0,2002.0,7.0,5.0,4.0,17.0
303.7,312.7,1335.0,51.1,161.0,0.0,0.0,0.0,68218.5,41.85,297.75,1.0296345077378992,25921.0,2002.0,7.0,5.0,4.0,18.0
303.7,312.6,1671.0,30.5,163.0,0.0,0.0,0.0,50965.5,41.85,297.75,1.0293052354297005,26569.0,2002.0,7.0,5.0,4.0,19.0
303.7,312.7,1989.0,22.4,166.0,0.0,0.0,0.0,44553.6,41.85,297.75,1.0296345077378992,27556.0,2002.0,7.0,5.0,4.0,20.0
303.7,312.7,1468.0,43.3,168.0,0.0,0.0,0.0,63564.399999999994,41.85,297.75,1.0296345077378992,28224.0,2002.0,7.0,5.0,4.0,21.0
303.7,312.6,1711.0,27.6,170.0,0.0,0.0,0.0,47223.600000000006,41.85,297.75,1.0293052354297005,28900.0,2002.0,7.0,5.0,4.0,22.0
303.8,312.7,1488.0,41.3,175.0,0.0,0.0,0.0,61454.399999999994,41.85,297.75,1.0292955892034232,30625.0,2002.0,7.0,5.0,4.0,23.0
303.8,312.7,1664.0,29.3,178.0,0.0,0.0,0.0,48755.200000000004,41.85,297.75,1.0292955892034232,31684.0,2002.0,7.0,6.0,5.0,0.0
303.8,312.7,1507.0,38.5,180.0,0.0,0.0,0.0,58019.5,41.85,297.75,1.0292955892034232,32400.0,2002.0,7.0,6.0,5.0,1.0
303.7,312.6,1466.0,42.5,183.0,0.0,0.0,0.0,62305.0,41.85,297.75,1.0293052354297005,33489.0,2002.0,7.0,6.0,5.0,2.0
303.7,312.5,1433.0,53.6,185.0,0.0,0.0,0.0,76808.8,41.85,297.75,1.0289759631215014,34225.0,2002.0,7.0,6.0,5.0,3.0
303.7,312.5,1397.0,45.7,187.0,0.0,0.0,0.0,63842.9,41.85,297.75,1.0289759631215014,34969.0,2002.0,7.0,6.0,5.0,4.0
303.7,312.6,1429.0,43.3,189.0,0.0,0.0,0.0,61875.7,41.85,297.75,1.0293052354297005,35721.0,2002.0,7.0,6.0,5.0,5.0
303.7,312.7,1572.0,37.2,192.0,0.0,0.0,0.0,58478.4,41.85,297.75,1.0296345077378992,36864.0,2002.0,7.0,6.0,5.0,6.0
303.7,312.7,1532.0,42.7,194.0,0.0,0.0,0.0,65416.4,41.85,297.75,1.0296345077378992,37636.0,2002.0,7.0,6.0,5.0,7.0
303.7,312.7,1316.0,51.8,197.0,0.0,0.0,0.0,68168.8,41.85,297.75,1.0296345077378992,38809.0,2002.0,7.0,6.0,5.0,8.0
303.8,312.8,1420.0,47.9,200.0,0.0,0.0,0.0,68018.0,41.85,297.75,1.0296247531270573,40000.0,2002.0,7.0,6.0,5.0,9.0
303.8,312.9,1589.0,37.2,203.0,0.0,0.0,0.0,59110.8,41.85,297.75,1.029953917050691,41209.0,2002.0,7.0,6.0,5.0,10.0
303.8,313.0,1365.0,59.9,205.0,1.0,0.0,0.0,81763.5,41.85,297.75,1.030283080974325,42025.0,2002.0,7.0,6.0,5.0,11.0
303.8,313.0,1633.0,32.9,207.0,0.0,0.0,0.0,53725.7,41.85,297.75,1.030283080974325,42849.0,2002.0,7.0,6.0,5.0,12.0
